FIPS,State,Area_Name,POP_ESTIMATE_2018
54017,WV,Doddridge County,"8,406"
54019,WV,Fayette County,"43,018"
54021,WV,Gilmer County,"8,026"
54023,WV,Grant County,"11,626"
54025,WV,Greenbrier County,"34,786"
54027,WV,Hampshire County,"23,347"
54029,WV,Hancock County,"29,094"
54031,WV,Hardy County,"13,775"
54033,WV,Harrison County,"67,554"
54035,WV,Jackson County,"28,706"
54037,WV,Jefferson County,"56,811"
54039,WV,Kanawha County,"180,454"
54041,WV,Lewis County,"16,024"
54043,WV,Lincoln County,"20,599"
54045,WV,Logan County,"32,607"
54047,WV,McDowell County,"18,223"
54049,WV,Marion County,"56,097"
54051,WV,Marshall County,"30,785"
54053,WV,Mason County,"26,718"
54055,WV,Mercer County,"59,131"
54057,WV,Mineral County,"26,940"
54059,WV,Mingo County,"23,785"
54061,WV,Monongalia County,"106,420"
54063,WV,Monroe County,"13,280"
54065,WV,Morgan County,"17,787"
54067,WV,Nicholas County,"24,842"
54069,WV,Ohio County,"41,755"
54071,WV,Pendleton County,"6,997"
54073,WV,Pleasants County,"7,507"
54075,WV,Pocahontas County,"8,414"
54077,WV,Preston County,"33,839"
54079,WV,Putnam County,"56,682"
54081,WV,Raleigh County,"74,254"
54083,WV,Randolph County,"28,823"
54085,WV,Ritchie County,"9,721"
54087,WV,Roane County,"13,932"
54089,WV,Summers County,"12,760"
54091,WV,Taylor County,"16,862"
54093,WV,Tucker County,"6,955"
54095,WV,Tyler County,"8,746"
54097,WV,Upshur County,"24,415"
54099,WV,Wayne County,"39,944"
54101,WV,Webster County,"8,285"
54103,WV,Wetzel County,"15,270"
54105,WV,Wirt County,"5,830"
54107,WV,Wood County,"84,203"
54109,WV,Wyoming County,"20,786"
55000,WI,Wisconsin,"5,813,568"
55001,WI,Adams County,"20,348"
55003,WI,Ashland County,"15,600"
55005,WI,Barron County,"45,164"
55007,WI,Bayfield County,"15,042"
55009,WI,Brown County,"263,378"
55011,WI,Buffalo County,"13,125"
55013,WI,Burnett County,"15,392"
55015,WI,Calumet County,"50,159"
55017,WI,Chippewa County,"64,135"
55019,WI,Clark County,"34,709"
55021,WI,Columbia County,"57,358"
55023,WI,Crawford County,"16,291"
55025,WI,Dane County,"542,364"
55027,WI,Dodge County,"87,847"
55029,WI,Door County,"27,610"
55031,WI,Douglas County,"43,208"
55033,WI,Dunn County,"45,131"
55035,WI,Eau Claire County,"104,534"
55037,WI,Florence County,"4,321"
55039,WI,Fond du Lac County,"103,066"
55041,WI,Forest County,"8,991"
55043,WI,Grant County,"51,554"
55045,WI,Green County,"36,929"
55047,WI,Green Lake County,"18,918"
55049,WI,Iowa County,"23,771"
55051,WI,Iron County,"5,676"
55053,WI,Jackson County,"20,478"
55055,WI,Jefferson County,"85,129"
55057,WI,Juneau County,"26,617"
55059,WI,Kenosha County,"169,290"
55061,WI,Kewaunee County,"20,383"
55063,WI,La Crosse County,"118,230"
55065,WI,Lafayette County,"16,665"
55067,WI,Langlade County,"19,268"
55069,WI,Lincoln County,"27,689"
55071,WI,Manitowoc County,"79,074"
55073,WI,Marathon County,"135,428"
55075,WI,Marinette County,"40,434"
55077,WI,Marquette County,"15,434"
55078,WI,Menominee County,"4,658"
55079,WI,Milwaukee County,"948,201"
55081,WI,Monroe County,"46,051"
55083,WI,Oconto County,"37,830"
55085,WI,Oneida County,"35,470"
55087,WI,Outagamie County,"187,365"
55089,WI,Ozaukee County,"89,147"
55091,WI,Pepin County,"7,289"
55093,WI,Pierce County,"42,555"
55095,WI,Polk County,"43,598"
55097,WI,Portage County,"70,942"
55099,WI,Price County,"13,397"
55101,WI,Racine County,"196,584"
55103,WI,Richland County,"17,377"
55105,WI,Rock County,"163,129"
55107,WI,Rusk County,"14,147"
55109,WI,St. Croix County,"89,694"
55111,WI,Sauk County,"64,249"
55113,WI,Sawyer County,"16,489"
55115,WI,Shawano County,"40,796"
55117,WI,Sheboygan County,"115,456"
55119,WI,Taylor County,"20,412"
55121,WI,Trempealeau County,"29,442"
55123,WI,Vernon County,"30,785"
55125,WI,Vilas County,"21,938"
55127,WI,Walworth County,"103,718"
55129,WI,Washburn County,"15,878"
55131,WI,Washington County,"135,693"
55133,WI,Waukesha County,"403,072"
55135,WI,Waupaca County,"51,128"
55137,WI,Waushara County,"24,263"
55139,WI,Winnebago County,"171,020"
55141,WI,Wood County,"73,055"
56000,WY,Wyoming,"577,737"
56001,WY,Albany County,"38,601"
56003,WY,Big Horn County,"11,881"
56005,WY,Campbell County,"46,140"
56007,WY,Carbon County,"14,971"
56009,WY,Converse County,"13,640"
56011,WY,Crook County,"7,450"
56013,WY,Fremont County,"39,531"
56015,WY,Goshen County,"13,376"
56017,WY,Hot Springs County,"4,555"
56019,WY,Johnson County,"8,460"
56021,WY,Laramie County,"98,976"
56023,WY,Lincoln County,"19,434"
56025,WY,Natrona County,"79,115"
56027,WY,Niobrara County,"2,388"
56029,WY,Park County,"29,324"
56031,WY,Platte County,"8,566"
56033,WY,Sheridan County,"30,233"
56035,WY,Sublette County,"9,813"
56037,WY,Sweetwater County,"43,051"
56039,WY,Teton County,"23,081"
56041,WY,Uinta County,"20,299"
56043,WY,Washakie County,"7,885"
56045,WY,Weston County,"6,967"
72000,PR,Puerto Rico,"3,195,153"
72001,PR,"Adjuntas Municipio, Puerto Rico","17,302"
72003,PR,"Aguada Municipio, Puerto Rico","36,621"
72005,PR,"Aguadilla Municipio, Puerto Rico","50,598"
72007,PR,"Aguas Buenas Municipio, Puerto Rico","24,848"
72009,PR,"Aibonito Municipio, Puerto Rico","22,143"
72011,PR,"Añasco Municipio, Puerto Rico","26,031"
72013,PR,"Arecibo Municipio, Puerto Rico","82,114"
72015,PR,"Arroyo Municipio, Puerto Rico","17,169"
72017,PR,"Barceloneta Municipio, Puerto Rico","23,504"
72019,PR,"Barranquitas Municipio, Puerto Rico","27,476"
72021,PR,"Bayamón Municipio, Puerto Rico","170,480"
72023,PR,"Cabo Rojo Municipio, Puerto Rico","47,117"
72025,PR,"Caguas Municipio, Puerto Rico","124,434"
72027,PR,"Camuy Municipio, Puerto Rico","30,503"
72029,PR,"Canóvanas Municipio, Puerto Rico","44,296"
72031,PR,"Carolina Municipio, Puerto Rico","147,661"
72033,PR,"Cataño Municipio, Puerto Rico","23,244"
72035,PR,"Cayey Municipio, Puerto Rico","42,349"
72037,PR,"Ceiba Municipio, Puerto Rico","11,018"
72039,PR,"Ciales Municipio, Puerto Rico","15,918"
72041,PR,"Cidra Municipio, Puerto Rico","38,288"
72043,PR,"Coamo Municipio, Puerto Rico","37,845"
72045,PR,"Comerío Municipio, Puerto Rico","18,598"
72047,PR,"Corozal Municipio, Puerto Rico","32,320"
72049,PR,"Culebra Municipio, Puerto Rico","1,710"
72051,PR,"Dorado Municipio, Puerto Rico","35,779"
72053,PR,"Fajardo Municipio, Puerto Rico","29,699"
72054,PR,"Florida Municipio, Puerto Rico","11,329"
72055,PR,"Guánica Municipio, Puerto Rico","15,551"
72057,PR,"Guayama Municipio, Puerto Rico","39,521"
72059,PR,"Guayanilla Municipio, Puerto Rico","17,719"
72061,PR,"Guaynabo Municipio, Puerto Rico","83,787"
72063,PR,"Gurabo Municipio, Puerto Rico","46,068"
72065,PR,"Hatillo Municipio, Puerto Rico","38,826"
72067,PR,"Hormigueros Municipio, Puerto Rico","15,462"
72069,PR,"Humacao Municipio, Puerto Rico","50,532"
72071,PR,"Isabela Municipio, Puerto Rico","40,268"
72073,PR,"Jayuya Municipio, Puerto Rico","13,947"
72075,PR,"Juana Díaz Municipio, Puerto Rico","44,510"
72077,PR,"Juncos Municipio, Puerto Rico","37,723"
72079,PR,"Lajas Municipio, Puerto Rico","21,991"
72081,PR,"Lares Municipio, Puerto Rico","24,484"
72083,PR,"Las Marías Municipio, Puerto Rico","7,961"
72085,PR,"Las Piedras Municipio, Puerto Rico","36,458"
72087,PR,"Loíza Municipio, Puerto Rico","24,686"
72089,PR,"Luquillo Municipio, Puerto Rico","17,594"
72091,PR,"Manatí Municipio, Puerto Rico","37,393"
72093,PR,"Maricao Municipio, Puerto Rico","5,426"
72095,PR,"Maunabo Municipio, Puerto Rico","10,370"
72097,PR,"Mayagüez Municipio, Puerto Rico","71,986"
72099,PR,"Moca Municipio, Puerto Rico","34,909"
72101,PR,"Morovis Municipio, Puerto Rico","30,068"
72103,PR,"Naguabo Municipio, Puerto Rico","25,376"
72105,PR,"Naranjito Municipio, Puerto Rico","27,209"
72107,PR,"Orocovis Municipio, Puerto Rico","20,221"
72109,PR,"Patillas Municipio, Puerto Rico","16,310"
72111,PR,"Peñuelas Municipio, Puerto Rico","19,402"
72113,PR,"Ponce Municipio, Puerto Rico","133,191"
72115,PR,"Quebradillas Municipio, Puerto Rico","22,828"
72117,PR,"Rincón Municipio, Puerto Rico","13,627"
72119,PR,"Río Grande Municipio, Puerto Rico","47,889"
72121,PR,"Sabana Grande Municipio, Puerto Rico","21,741"
72123,PR,"Salinas Municipio, Puerto Rico","27,083"
72125,PR,"San Germán Municipio, Puerto Rico","30,229"
72127,PR,"San Juan Municipio, Puerto Rico","320,967"
72129,PR,"San Lorenzo Municipio, Puerto Rico","35,900"
72131,PR,"San Sebastián Municipio, Puerto Rico","35,652"
72133,PR,"Santa Isabel Municipio, Puerto Rico","21,037"
72135,PR,"Toa Alta Municipio, Puerto Rico","71,094"
72137,PR,"Toa Baja Municipio, Puerto Rico","74,623"
72139,PR,"Trujillo Alto Municipio, Puerto Rico","63,746"
72141,PR,"Utuado Municipio, Puerto Rico","27,545"
72143,PR,"Vega Alta Municipio, Puerto Rico","35,806"
72145,PR,"Vega Baja Municipio, Puerto Rico","50,185"
72147,PR,"Vieques Municipio, Puerto Rico","8,364"
72149,PR,"Villalba Municipio, Puerto Rico","21,476"
72151,PR,"Yabucoa Municipio, Puerto Rico","32,158"
72153,PR,"Yauco Municipio, Puerto Rico","33,860"
,,,
